MsgID,MsgBody,roberta_sentiment
'kzvuqe3',observe inconsistent latencies service orlando area right ping server gcp region latency normal ping two different servers gcp region ping web site http also days ago phone call phone provider use wifi latency jitter bad could really understand person disable wifi go directly cell phone good point never issue previous provider normal old cable also monitor local vs remote latency general local latency default gw fine problem remote sit right seem like link rout issue somewhere problem occur place like http website work home use remote desktop inconsistent latency improve continue use old slower connection deactivate quantum fiber thank,Neutral
'kzvuzaf',cloudfare use dns come back expect however course qf ping check currently test around locally well apprecaite intel,Neutral
'kzvw4tc',case wonder http ping provider,Neutral
'kzvwbq8',run tracer server thats work currently save log issue run trace,Neutral
'kzvx13h',four thank,Neutral
'kzw186i',wifi hardwired,Neutral
'kzw3crl',major latency anything outside florida,Neutral
'kzw3mf5',tell case completely brand new install know ont change order plan assume dangerous know get ont sure connect laptop test tech leave put ont bridge mode connect fortunately still months remain xfinity service contract use xfinity failover everything stay stable quantum cancel xfinity hope quantum service introduce neighborhood two months ago everything run smoothly,Neutral
'kzw8aw6',reasonable latency west coast us http one server need work slow high latency problem seem fix,Neutral
'kzw8t7k',area yes fine gcp region gcp bad need server region work something would seem stupid tunnel use ssh able work yeah slower usual work right seem back normal,Neutral
'kzw9bst',issue upload connection relatively slow get full ways time know beforehand wifi could handle much hence make sense pay also work anything fine usable latency important,Neutral
'kzw9g90',ditch orbi use switch ubiquti way overkill situation love flexibility ease use prosumer devices,Neutral
'kzw9h8a',ont legacy calix,Neutral
'kzwdo81',oregon ethernet ping q c ping bytes data ping statistics packets transmit receive packet loss time rtt ms,Neutral
'kzwhvtm',speed either method,Neutral
'kzwj251',back see anybody else opinion sign quantum fiber install monday try decide keep eeros switch pod could save pay eero subscription fee curious perform better,Neutral
'kzwjyb8',need router,Neutral
'kzwkgi2',exact issue fiber available around road idea plan extend either,Neutral
'kzx9tfs',look also notice ping time http http http case something right end,Neutral
'kzxcaqw',fiber cut orlando,Neutral
'kzximof',ping right,Neutral
'kzxjv0j',ping ping packet loss,Neutral
'kzxrv20',poo much poo even employees agree apologize theyre fix,Neutral
'kzya4z4',early cl install saw large variation port onts activate seem depend wind blow speak onts id go q could get rid calix long since r rd manufacturer theres something else aware hardware actually theres negative talk,Neutral
'kzz7y4b',sound right suppose get pay find perhaps help customer escalation external website provide customers submit escalation cag https,Neutral
'kzzlwr2',thats news technology ont model centurylink use support ethernet ask compatible ont ive see use seem indoor smartnid axom,Neutral
'kzzncl1',long time dsl sync per line give total couple weeks ago notice small bump morning notice go way per line seem like dslam im finally auto adjust sync rate due line condition wish theyd sell something like line clearly capable,Neutral
'kzzxblq',guarantee latency centurylink provide curious seem unusual isp,Neutral
'kzzxzj6',isp fiber deliver plus ping packet loss acceptable need guarantee,Neutral
'kzzy3zi',take one never one never provide one,Neutral
'kzzz6mg',keep raise price around clink advertise quantum fix price forever cheaper take minute get everything set figure also need connect ethernet cable outbound port modem everything work dandy facepalm,Neutral
'l0001mm',please keep us update call last week well assure would escalate receive update notice,Neutral
'l0004v7',use app use build troubleshooter app detect trouble line,Neutral
'l001w9e',table milk,Neutral
'l0045m8',issue unrelated isp internet many many inter connect network perhaps problem problem solve anybody facts like address loss occur,Neutral
'l00g2ga',issue theyre stable higher speed especially time splice decay cable,Neutral
'l00imrf',think dchp hour really quick deco mesh run ap devices especially stream ones drop reboot everything hour later start fail set lease days also go static devices run qos stream service deco set direct one day service disconnect user name password need frustrate would like bridge mode deco dhcp due mesh roam think would work better thoughts,Neutral
'l00um0r',acknowledge problem exactly look additionally cls tos lay expect performance clearly define explicitly median performance various service tiers example service median transfer rate latency https latency time take data packet travel one point another network also highly variable depend network path providers path well actual distance destination performance end destination servers generally increase distance route source destination congestion route decrease actual speed increase centurylink measure latency measure time consumers home closest measurement server back centurylink internet customers generally expect roundtrip latency internet sit range milliseconds packet loss percentage packets send source receive destination also highly variable common reason packet receive encounter congestion along route small amount packet loss expect indeed internet protocols use packet loss understand internet congestion adjust send rate accordingly centurylink denote packet lose latency exceed second packet never receive federal communications measure broadband america mba fix broadband report provide average packet loss participate isp speed tiers cover mba test document available https report centurylink internet customers generally expect experience packet loss rate significantly centurylink speed tiers cover report level unlikely significantly affect customer experience,Neutral
'l00wl06',network though portion direct control anybody traceroute show trouble isps network,Neutral
'l010igw',doubtful folks say anything get sale lol,Neutral
'l010uv3',never deal century link hear things save transcript convo hop help also go confirm rep sign ask sort formal promise install,Neutral
'l0139g7',one go commit run ethernet cable inside house especially behalf contract installer ask installer might depend day week phase moon case run wont get better wifi setup,Neutral
'l013tzw',entirely installer could like slip benjamin,Neutral
'l014yq7',quantum fiber technician company tech contractor tell part standard practice network however every job different technician might depend tech skill level mention day week phase,Neutral
'l015bji',install say put ont thankfully build home make sure do time,Neutral
'l015l9l',dont think hes talk wan lan op long computers already talk static lan ips doubt add static gon na help session would already establish,Neutral
'l015mik',know way get sort advance schedule tech board,Neutral
'l019xlj',thank,Neutral
'l01ay1j',way dispatch job always finalize morning install depend area might quantum techs like area quantum qualify techs areas area,Neutral
'l01dljl',probably hire technician type work would think type company technicians install company product,Neutral
'l01ervg',launch months ago area quantum presume thatll gig capability roll yet,Neutral
'l01fu70',think quantum want free,Neutral
'l01g6rq',check pm interest,Neutral
'l01j6ui',affect msp customers,Neutral
'l01lfk5',replace face plate,Neutral
'l01m9ux',definitely post update,Neutral
'l01mqe1',think afaik theyre contractors nice maybe jackson arent sure sure track materials really want figure proof things difficult cable run,Neutral
'l01mybb',unscrew wall cut wire jack install new jack,Neutral
'l01nd2m',realize guest add screenshot find feature,Neutral
'l01ohvf',log theres panel name guest wifi settings pretty much let turn first guest network hit hamburger icon upper right select network set wireless second tab call ap configuration three guest network,Neutral
'l01pzcy',interest didnt realize unique menu follow guide reboot take settings step https https,Neutral
'l01sfy9',thats cl support page quantum one try people dont need network later point time change wireless settings guest network wireless network go second imply soft reset wireless didnt think reboot would require tbh reboot factory reset also offer suggestion could release entries arp cache reboot require perform normal maintenance task im absolutely get another router reasonable take entire network need enable disable guest network reallocate static ip new vm maybe put ap mode later,Neutral
'l01u99j',request specific tech youll get get tech state may get lucky may home finish place almost guarantee home unfinished basement ceiling may wire floor two story home exist path get wire also likely,Neutral
'l02aool',might need create new lan network guest network machine use router yxel give manually create lan network extra wifi network advance setup otherwise nothing get address stuff get rout internet,Neutral
'l02bbvk',big box store near,Neutral
'l02g2w3',powerline adapters slower newest ones achieve gigabits per second make sure outlets use leg alternatively get bridge theyre always easy find already coaxial cable run basement moca another option backhaul,Neutral
'l02gf1t',try allocate new subnet try annoy manuals find detail procedure,Neutral
'l02htu2',honestly know start powerline one coax line come house basement circuit bridge slightest clue,Neutral
'l02hv2p',honestly know start powerline one coax line come house basement circuit bridge slightest clue,Neutral
'l02ixui',adapters different circuit breakers breakers need leg panel,Neutral
'l02jl9r',google leg lol everything hear phase make sense check panel essentially basement circuit router room circuit leg work,Neutral
'l02kon6',replace wall plate get one home depot choice white ivory wire go inner pair contact outer pair best result take photo back old plate wire new one match,Neutral
'l02mguq',problem everything quantum centurylink zero documentation sparse online instructions,Neutral
'l02myeb',cover replace,Neutral
'l02om74',ur snr,Neutral
'l02on1r',might go router route get rid zyxel lack configuration,Neutral
'l02p4tu',almost months ago realize couldnt clear arp cache without reboot im look router support know rout function gigabit throughput without port mirror data shenzhen easy,Neutral
'l02q18j',line,Neutral
'l02rn1f',edge double speed take lot snr,Neutral
'l02sehn',sense wonder itll bump high itll go,Neutral
'l02si4f',modem give estimate distance line,Neutral
'l02sm5f',appear,Neutral
'l02syu1',line say,Neutral
'l02u0f2',get megabits across mine try newer ones,Neutral
'l02u3wk',feedback,Neutral
'l02v6b8',reason wire house currently transition systems run,Neutral
'l02vc4f',mean op get need probably low perspective,Neutral
'l02wryx',get fix soon,Neutral
'l03693i',paul,Neutral
'l036oqy',similar issue denver well seem isolate place friends internet fine,Neutral
'l03n8uc',msp area join club,Neutral
'l03nrg1',state city,Neutral
'l03wd0p',work centurylink may call centurylink directly representative place order phone set postpaid plan pay anything upfront bill due days installation,Neutral
'l045ne3',back xfinity change later month centurylink contact numerous time issue ive hear back line appear stable even tech come replace gear end even show flesh happen hear shouldnt happen whatever cause isps end never fix,Neutral
'l04ee9b',modem gpon fiber use modem need modulate demodulate data transmission analog connection nothing ont smartnid maybe separate router mesh pod,Neutral
'l057lt1',refer modem site,Neutral
'l'l05ex99',call line shaky garble guess voip end use wifi call directly connect ont via laptop call voice become clear issue go away issue put device back bridge longer connect http like could debate reset,Neutral
'l05s9ym',say,Neutral
'l06h78w',service go well setup previously use pppoe credentials internet reset router go back default settings work sadly need use pppoe maybe change credentials migration quantum,Neutral
'l06k8u3',dslreports still somehow active network test tool available include smokeping continuously check ping loss endpoints california kansas michigan hour week period provide usable overview loss latency spike time seem like relate horseshit bgp peer test inside lumen wan tell nothing useful,Neutral
'l06mazh',doesnt use pppoe still use would mean somehow still cl account,Neutral
'l06mja5',work centurylink pm need help curious youre go continuously white knight cl shouldnt disclose employment,Neutral
'l06mzbp',find issue entire day look turn line house upstream essentially street want leave say another team need fix would let speak guy central office techs cell demand replace finish around midnight rock solid since keep pressure,Neutral
'l06nhzp',right try pppoe internet know bypass router completely use transparent bridge router use pppoe credentials router,Neutral
'l06ojdu',model remove connect router directly ont smartnid use transparent bridge mode,Neutral
'l06seeb',apologize issue encounter internet please contact us http happy help,Neutral
'l06wedz',frequently,Neutral
'l074m2c',hours middle workday record loss liquidweb data center michigan test cloudflare https get loss server minneapolis network egress point minneapolis autonomous system,Neutral
'l07buzy',mean nothing hop would go away,Neutral
'l07iwxj',denver yeah saw another post similar issue msp area,Neutral
'l07jj9y',co,Neutral
'l07qypw',phone last month question tell log least month itll still work forever wish confidence answer mother pass away old email address dad need access want switch isps,Neutral
'l07udk0',keep happen send data like trace route take second look,Neutral
'l07xz0h',site actually centurylink sales agent call internet service partner might want try first,Neutral
'l081cyj',twin cities id lucky get mbps kbps yep use profile switch xfinity awhile ago good luck try get fix minor stuff phone service centurylink wait consecutive days get schedule call show really unprofessional stuff also ive days without telephone service,Neutral
'l08i3dg',https,Neutral
'l08t2s7',fiber internet work well crew work around corner stop work call get reconnected tell would couple days get check system send guy put back mess usually company would want keep customers happy,Neutral
'l08xuqj',lumen fiber centurylink quantum need router cl dsl need modem people suggest series one fiber ont plug directly router need vlan tag centurylink account youll need pppoe credentials quantum doesnt use smartnid dsl modem youll need set transparent bridge mode vlan tag disable,Neutral
'l093k9c',fiber new company centurylink rebranded lumen fiber optic systems run quantum old dsl still centurylink company people techs however denver send people notice notice switch certain date else service shut move away copper move fiber faster reliable well cheaper old copper longer maintain setup quantum tech come entire new install new equipment new line house voice send small device plug ethernet port new device plug landline,Neutral
'l093yeh',get notice maybe account set email rather mail bill never mail anything go back check email get bill none give notice even bill full service period intend provide service month wait tech appointment work since work home may well switch completely new company,Neutral
'l0942ep',website get either bizarre,Neutral
'l0957a0',really handle badly utter bs way business much effort take send email clearly define timeframe send techs switch subscribers minimum time competition come market every month better better,Neutral
'l096co0',need modem legacy gpon ont still need modem,Neutral
'l096pck',use charge instal new jack copper real option fiber install,Neutral
'l096xch',possible internet might work disable pppoe restart router people force transition disable pppoe start work also people wake next morning might gap cl service end quantum begin sol talk someone tomorrow quantum active account,Neutral
'l098rwh',router word think router plug ont modem gpon system analog segment network modem stand digital data transmit analog connection,Neutral
'l09hj0k',similar happen totally kafkaesque runaround get different stories customer service tech support days also get fiber unplug neighborhood fiber cabinet somewhat regularly totally madden,Neutral
'l09mx9f',make docsis modems use cable tv providers lumen use either dsl gpon fiber offer either centurylink quantum gpon use modem optical network terminal ont convert network ethernet port,Neutral
'l0a8rov',ever get faster speed quantum pod many give cost one free second one,Neutral
'l0ak3p3',suddenly service monday call first time say error fix remotely would need send four days wake thursday someone place disconnection order call inquire rout quantum repair tech say actually problem fix remotely intentionally shut turn back usher quickly another service rep try fight disconnection order get shut least different people tell disconnection reversible luck finally find someone online support chat reverse seemingly without issue spend hour three way call century link rep quantum rep figure happen quantum even available neighborhood worst customer service ever go stick best luck go quantum customer service instead century quantum folks speak knowledge happen seem access fix,Neutral
'l0awdja',exactly find move quantum internet go days notice nothing centurylink didnt know happen like well hopefully quantum better company guess nope least google youll find,Neutral
'l0b25j4',denver area see notice price increase go log say go even though current rate centurylink service clusterfuck unfortunately experience comcast couple house ago make want purchase ball ever go back rat much higher lower bandwidth higher latency service would nice one company actually try act like want business,Neutral
'l0b33sh',follow quantum say thank reach wifi introductory offer time frame wifi equipment would start charge equipment,Neutral
'l0b3dlo',pod since january nothing charge talk two q reps say charge take place,Neutral
'l0b5ztj',experience internet service transformation cl qf negative loop couple months pain ive decide use xfinity temp solution mbps decent one stop store activate account pickup without lease charge,Neutral
'l0b7edd',mean price life sham century link plan life tell start may go,Neutral
'l0c92v6',still seem like legit answer year later,Neutral
'l0ckza3',test,Neutral
'l0cq2m5',modem report right ui speed router wire directly report roughly speed,Neutral
'l0cse35',post picture,Neutral
'l0ct9a4',test vote feet xfinity right im pay free connection speed mbps bill contract price keep least years test connection speed every day,Neutral
'l0cw0cf',would usually show pay speed thats odd still look monday youd like pm interest,Neutral
'l0czs87',use guess youre use old dsl gateway,Neutral
'l0d4j0p',police telcos dont give information subscribers without subpoena,Neutral
'l0dbtqz',picture hours ago show century link gpon fiber,Neutral
'l0dc8ri',lumen like use old dsl gateways routers fiber install plenty customers centurylink quantum fiber use,Neutral
'l0dcy0h',sure work consider hes plug directly calix fiber modem state op sound like provision issue end dsl hardware theres logic say,Neutral
'l0ddi2z',old gateways often separate ethernet port use wan connection turn gateway standalone router would bother read recent post subreddit youll find quantum fiber customers report use gateway router standard gpon ont,Neutral
'l0dhcmr',actually modem completely different situation give gpon show like hes use calix bridge another unit install show simple hardware authentication least hes state maybe leave additional information even pass another gateway wouldnt hardware limit whatever photo show ont gui hard limit long theres fiber line connect issue beyond whatever theorize,Neutral
'l0dl86x',google ipoe internet protocol ethernet pppoe protocol ethernet two primary methods use connect devices isp ipoe direct method leverage ethernet pppoe complex method create connection ethernet,Neutral
'l0dlcte',get ipoe pretty much normal connection use dhcp case quantum still need either equipment set ont bridge mode,Neutral
'l0dmbov',flyer laugh small print back months bill full price,Neutral
'l0dmjtw',good technician incapable correctly set connection first place switch cox zero issue,Neutral
'l0dn6fc',fiber work forever except hiccup originally issue always full,Neutral
'l0dz8xe',fiber,Neutral
'l0e56nc',program department probably need update speed profile system actually pay capable handle plan however customer able reach department tech dispatch come talk phone department get resolve,Neutral
'l0ee36k',eventually switch force transition area area eventually cl fiber turn one day account close send email happen quite people get fun surprise contact quantum get work also say negotiate old cl price quantum service seem quite rare would say ride get final email surprise internet happen business hours folks able contact quantum get work dont need hardware change unless go upgrade use smartnid possible downside wait force transition maybe quantum longer offer price life raise rat likely eventually cl fiber transition quantum thing centurylink dsl lumen sell fiber company,Neutral
'l0eia9v',check price pfl call talk account rep negotiate deal several miracle workers forum may able help,Neutral
'l0fvs7q',public post along centurylink regard response guarantee shell figure help,Neutral
'l0g1t2c',choice,Neutral
'l0g4ylv',caller id try reverse number lookup,Neutral
'l0g7mdk',check pm interest,Neutral
'l0gd7zw',never get one piece mail email phone call w ck since mountain bell,Neutral
'l0gdw7l',constant contact get guy high level tech support work pass bunch shots call fiber success line ask chris,Neutral
'l0geak0',think email sign chris call email,Neutral
'l0gf2e4',would nice get everyone call issue say help people problem,Neutral
'l0gigfn',normal normal one mention telephone company use pppoe personally think telephone company go pppoe maintain compatibility ancient dial system back end finally give,Neutral
'l0gmr0k',live area transition,Neutral
'l0gqtz5',speed get dsl,Neutral
'l0gxkf7',downtown denver colorado okay,Neutral
'l0h0jlr',would report fcc probably get cease desist letter send keep company shouldnt even exist money company make go government tax much cheaper like company say serve everywhere say dont serve ngl cant wait till starlink kick become cheaper shouldnt contract company become company,Neutral
'l0h5ins',right back problem theyve basically tell pound sand theres solve,Neutral
'l0hm6ab',try plug something else make sure nas ethernet port particular port router ethernet cord,Neutral
'l0hpzvw',none light light go router website state port disconnect call century link say outage true service century link say get new modem without even troubleshoot,Neutral
'l0hq94c',look xycel router fiber return pos,Neutral
'l0hqfdo',router website also state lan disconnect want make clear fiber dsl,Neutral
'l0hrchw',ask speak someone higher level technical skill say work still show disconnect nas plug let try different ethernet cable,Neutral
'l0i9iua',dependence online troubleshooters arent always clear even accurate generally go tech support phone drone script little actual troubleshoot experience skills check status light cable first try different port cable check part network troubleshoot say great router many superior choices need insure replacement router support vlan tag port tricky since isnt always mention specification sheet quick start guide detail documentation hard find manufacturers,Neutral
'l0ia18i',cable test good port still state disconnect light light plug purchase new router go give update attempt install one,Neutral
'l0ia91c',add connect port status light disconnect status router website,Neutral
'l0iabnp',add connect port status light disconnect status router website,Neutral
'l0ic1a4',youre get link light router youre go get anything online either,Neutral
'l0iervj',router connect something call adtran come wall adtran ethernet port lan router status light light port switch port get nothing dead,Neutral
'l0iijfe',simple go advance setup tab router first group settings leave include service block rest,Neutral
